order_details_id;order_id;pizza_id;order_date;order_time;unit_price;total_price;pizza_size;pizza_category;pizza_ingredients;pizza_name;lead_time
4155;1845;soppressata_s;2015-01-31 00:00:00;22:43:07;12,5;12,5;S;Supreme;Soppressata Salami, Fontina Cheese, Mozzarella Cheese, Mushrooms, Garlic;The Soppressata Pizza;2015-01-31 22:58:32
4156;1845;veggie_veg_m;2015-01-31 00:00:00;22:43:07;16;16;M;Veggie;Mushrooms, Tomatoes, Red Peppers, Green Peppers, Red Onions, Zucchini, Spinach, Garlic;The Vegetables + Vegetables Pizza;2015-01-31 23:00:17
4157;1846;big_meat_s;2015-02-01 00:00:00;11:32:07;12;12;S;Classic;Bacon, Pepperoni, Italian Sausage, Chorizo Sausage;The Big Meat Pizza;2015-02-01 11:42:44
4158;1847;classic_dlx_m;2015-02-01 00:00:00;11:36:27;16;16;M;Classic;Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon;The Classic Deluxe Pizza;2015-02-01 11:58:43
4159;1848;classic_dlx_l;2015-02-01 00:00:00;11:40:46;20,5;20,5;L;Classic;Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon;The Classic Deluxe Pizza;2015-02-01 11:52:17
4160;1848;ital_cpcllo_m;2015-02-01 00:00:00;11:40:46;16;16;M;Classic;Capocollo, Red Peppers, Tomatoes, Goat Cheese, Garlic, Oregano;The Italian Capocollo Pizza;2015-02-01 11:52:37
4161;1849;five_cheese_l;2015-02-01 00:00:00;11:40:47;18,5;18,5;L;Veggie;Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese, Garlic;The Five Cheese Pizza;2015-02-01 11:51:36
4162;1849;four_cheese_l;2015-02-01 00:00:00;11:40:47;17,95;17,95;L;Veggie;Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese, Garlic;The Four Cheese Pizza;2015-02-01 11:57:06
4163;1849;sicilian_s;2015-02-01 00:00:00;11:40:47;12,25;12,25;S;Supreme;Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions, Garlic;The Sicilian Pizza;2015-02-01 11:58:32
4164;1850;hawaiian_s;2015-02-01 00:00:00;11:44:12;10,5;10,5;S;Classic;Sliced Ham, Pineapple, Mozzarella Cheese;The Hawaiian Pizza;2015-02-01 12:01:09
4165;1850;mexicana_s;2015-02-01 00:00:00;11:44:12;12;12;S;Veggie;Tomatoes, Red Peppers, Jalapeno Peppers, Red Onions, Cilantro, Corn, Chipotle Sauce, Garlic;The Mexicana Pizza;2015-02-01 12:05:40
4166;1851;big_meat_s;2015-02-01 00:00:00;11:49:01;12;24;S;Classic;Bacon, Pepperoni, Italian Sausage, Chorizo Sausage;The Big Meat Pizza;2015-02-01 11:59:27
4167;1851;cali_ckn_l;2015-02-01 00:00:00;11:49:01;20,75;20,75;L;Chicken;Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese;The California Chicken Pizza;2015-02-01 12:07:12
4168;1851;classic_dlx_m;2015-02-01 00:00:00;11:49:01;16;16;M;Classic;Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon;The Classic Deluxe Pizza;2015-02-01 12:09:14
4169;1851;ital_veggie_s;2015-02-01 00:00:00;11:49:01;12,75;12,75;S;Veggie;Eggplant, Artichokes, Tomatoes, Zucchini, Red Peppers, Garlic, Pesto Sauce;The Italian Vegetables Pizza;2015-02-01 12:08:19
4170;1851;napolitana_m;2015-02-01 00:00:00;11:49:01;16;16;M;Classic;Tomatoes, Anchovies, Green Olives, Red Onions, Garlic;The Napolitana Pizza;2015-02-01 12:03:56
4171;1851;pepperoni_s;2015-02-01 00:00:00;11:49:01;9,75;9,75;S;Classic;Mozzarella Cheese, Pepperoni;The Pepperoni Pizza;2015-02-01 12:04:28
4172;1851;peppr_salami_m;2015-02-01 00:00:00;11:49:01;16,5;16,5;M;Supreme;Genoa Salami, Capocollo, Pepperoni, Tomatoes, Asiago Cheese, Garlic;The Pepper Salami Pizza;2015-02-01 12:09:22
4173;1851;soppressata_m;2015-02-01 00:00:00;11:49:01;16,5;16,5;M;Supreme;Soppressata Salami, Fontina Cheese, Mozzarella Cheese, Mushrooms, Garlic;The Soppressata Pizza;2015-02-01 12:06:13
4174;1851;spicy_ital_l;2015-02-01 00:00:00;11:49:01;20,75;20,75;L;Supreme;Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini verdi, Garlic;The Spicy Italian Pizza;2015-02-01 12:09:33
4175;1851;spinach_fet_s;2015-02-01 00:00:00;11:49:01;12;12;S;Veggie;Spinach, Mushrooms, Red Onions, Feta Cheese, Garlic;The Spinach and Feta Pizza;2015-02-01 12:07:13
4176;1851;spinach_supr_l;2015-02-01 00:00:00;11:49:01;20,75;20,75;L;Supreme;Spinach, Red Onions, Pepperoni, Tomatoes, Artichokes, Kalamata Olives, Garlic, Asiago Cheese;The Spinach Supreme Pizza;2015-02-01 12:07:06
4177;1851;thai_ckn_l;2015-02-01 00:00:00;11:49:01;20,75;20,75;L;Chicken;Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce;The Thai Chicken Pizza;2015-02-01 12:09:13
4178;1852;calabrese_m;2015-02-01 00:00:00;11:54:36;16,25;16,25;M;Supreme;慛duja Salami, Pancetta, Tomatoes, Red Onions, Friggitello Peppers, Garlic;The Calabrese Pizza;2015-02-01 12:13:11
4179;1852;four_cheese_l;2015-02-01 00:00:00;11:54:36;17,95;17,95;L;Veggie;Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese, Garlic;The Four Cheese Pizza;2015-02-01 12:14:34
4180;1853;ital_supr_m;2015-02-01 00:00:00;12:12:59;16,5;16,5;M;Supreme;Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic;The Italian Supreme Pizza;2015-02-01 12:27:10
4181;1853;napolitana_m;2015-02-01 00:00:00;12:12:59;16;16;M;Classic;Tomatoes, Anchovies, Green Olives, Red Onions, Garlic;The Napolitana Pizza;2015-02-01 12:25:19
4182;1854;big_meat_s;2015-02-01 00:00:00;12:27:17;12;12;S;Classic;Bacon, Pepperoni, Italian Sausage, Chorizo Sausage;The Big Meat Pizza;2015-02-01 12:47:19
4183;1855;ckn_pesto_s;2015-02-01 00:00:00;12:28:09;12,75;12,75;S;Chicken;Chicken, Tomatoes, Red Peppers, Spinach, Garlic, Pesto Sauce;The Chicken Pesto Pizza;2015-02-01 12:42:01
4184;1855;peppr_salami_m;2015-02-01 00:00:00;12:28:09;16,5;16,5;M;Supreme;Genoa Salami, Capocollo, Pepperoni, Tomatoes, Asiago Cheese, Garlic;The Pepper Salami Pizza;2015-02-01 12:43:14
4185;1855;southw_ckn_s;2015-02-01 00:00:00;12:28:09;12,75;12,75;S;Chicken;Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce;The Southwest Chicken Pizza;2015-02-01 12:44:53
4186;1855;spinach_fet_m;2015-02-01 00:00:00;12:28:09;16;16;M;Veggie;Spinach, Mushrooms, Red Onions, Feta Cheese, Garlic;The Spinach and Feta Pizza;2015-02-01 12:44:56
4187;1856;sicilian_m;2015-02-01 00:00:00;12:32:48;16,25;16,25;M;Supreme;Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions, Garlic;The Sicilian Pizza;2015-02-01 12:51:00
4188;1857;calabrese_l;2015-02-01 00:00:00;12:34:00;20,25;20,25;L;Supreme;慛duja Salami, Pancetta, Tomatoes, Red Onions, Friggitello Peppers, Garlic;The Calabrese Pizza;2015-02-01 12:55:24
4189;1858;spicy_ital_s;2015-02-01 00:00:00;12:43:50;12,5;12,5;S;Supreme;Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini verdi, Garlic;The Spicy Italian Pizza;2015-02-01 12:59:45
4190;1859;peppr_salami_l;2015-02-01 00:00:00;13:18:55;20,75;20,75;L;Supreme;Genoa Salami, Capocollo, Pepperoni, Tomatoes, Asiago Cheese, Garlic;The Pepper Salami Pizza;2015-02-01 13:30:17
4191;1860;classic_dlx_l;2015-02-01 00:00:00;13:19:52;20,5;20,5;L;Classic;Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon;The Classic Deluxe Pizza;2015-02-01 13:41:57
4192;1861;spin_pesto_l;2015-02-01 00:00:00;13:21:23;20,75;20,75;L;Veggie;Spinach, Artichokes, Tomatoes, Sun-dried Tomatoes, Garlic, Pesto Sauce;The Spinach Pesto Pizza;2015-02-01 13:39:15
4193;1862;cali_ckn_l;2015-02-01 00:00:00;13:27:02;20,75;20,75;L;Chicken;Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese;The California Chicken Pizza;2015-02-01 13:47:33
4194;1862;mexicana_l;2015-02-01 00:00:00;13:27:02;20,25;20,25;L;Veggie;Tomatoes, Red Peppers, Jalapeno Peppers, Red Onions, Cilantro, Corn, Chipotle Sauce, Garlic;The Mexicana Pizza;2015-02-01 13:42:59
4195;1863;brie_carre_s;2015-02-01 00:00:00;13:39:45;23,65;23,65;S;Supreme;Brie Carre Cheese, Prosciutto, Caramelized Onions, Pears, Thyme, Garlic;The Brie Carre Pizza;2015-02-01 13:59:23
4196;1864;peppr_salami_s;2015-02-01 00:00:00;13:46:26;12,5;12,5;S;Supreme;Genoa Salami, Capocollo, Pepperoni, Tomatoes, Asiago Cheese, Garlic;The Pepper Salami Pizza;2015-02-01 13:58:14
4197;1865;bbq_ckn_m;2015-02-01 00:00:00;14:09:37;16,75;16,75;M;Chicken;Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce;The Barbecue Chicken Pizza;2015-02-01 14:26:07
4198;1865;ckn_alfredo_l;2015-02-01 00:00:00;14:09:37;20,75;20,75;L;Chicken;Chicken, Red Onions, Red Peppers, Mushrooms, Asiago Cheese, Alfredo Sauce;The Chicken Alfredo Pizza;2015-02-01 14:30:52
4199;1865;prsc_argla_l;2015-02-01 00:00:00;14:09:37;20,75;20,75;L;Supreme;Prosciutto di San Daniele, Arugula, Mozzarella Cheese;The Prosciutto and Arugula Pizza;2015-02-01 14:24:10
4200;1865;spin_pesto_l;2015-02-01 00:00:00;14:09:37;20,75;20,75;L;Veggie;Spinach, Artichokes, Tomatoes, Sun-dried Tomatoes, Garlic, Pesto Sauce;The Spinach Pesto Pizza;2015-02-01 14:30:19
4201;1866;brie_carre_s;2015-02-01 00:00:00;14:18:56;23,65;23,65;S;Supreme;Brie Carre Cheese, Prosciutto, Caramelized Onions, Pears, Thyme, Garlic;The Brie Carre Pizza;2015-02-01 14:36:42
4202;1866;classic_dlx_m;2015-02-01 00:00:00;14:18:56;16;16;M;Classic;Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon;The Classic Deluxe Pizza;2015-02-01 14:35:40
4203;1866;ital_supr_m;2015-02-01 00:00:00;14:18:56;16,5;16,5;M;Supreme;Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic;The Italian Supreme Pizza;2015-02-01 14:33:44
4204;1866;soppressata_l;2015-02-01 00:00:00;14:18:56;20,75;20,75;L;Supreme;Soppressata Salami, Fontina Cheese, Mozzarella Cheese, Mushrooms, Garlic;The Soppressata Pizza;2015-02-01 14:35:13
4205;1866;southw_ckn_s;2015-02-01 00:00:00;14:18:56;12,75;12,75;S;Chicken;Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce;The Southwest Chicken Pizza;2015-02-01 14:34:39
4206;1866;spinach_supr_s;2015-02-01 00:00:00;14:18:56;12,5;12,5;S;Supreme;Spinach, Red Onions, Pepperoni, Tomatoes, Artichokes, Kalamata Olives, Garlic, Asiago Cheese;The Spinach Supreme Pizza;2015-02-01 14:32:16
4207;1867;spicy_ital_m;2015-02-01 00:00:00;14:35:50;16,5;16,5;M;Supreme;Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini verdi, Garlic;The Spicy Italian Pizza;2015-02-01 14:50:27
4208;1868;five_cheese_l;2015-02-01 00:00:00;14:35:56;18,5;18,5;L;Veggie;Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese, Garlic;The Five Cheese Pizza;2015-02-01 14:55:48
4209;1868;spinach_supr_l;2015-02-01 00:00:00;14:35:56;20,75;20,75;L;Supreme;Spinach, Red Onions, Pepperoni, Tomatoes, Artichokes, Kalamata Olives, Garlic, Asiago Cheese;The Spinach Supreme Pizza;2015-02-01 14:52:05
4210;1869;ital_veggie_m;2015-02-01 00:00:00;14:37:38;16,75;16,75;M;Veggie;Eggplant, Artichokes, Tomatoes, Zucchini, Red Peppers, Garlic, Pesto Sauce;The Italian Vegetables Pizza;2015-02-01 14:58:27
4211;1869;pepperoni_m;2015-02-01 00:00:00;14:37:38;12,5;12,5;M;Classic;Mozzarella Cheese, Pepperoni;The Pepperoni Pizza;2015-02-01 14:53:39
4212;1869;prsc_argla_l;2015-02-01 00:00:00;14:37:38;20,75;20,75;L;Supreme;Prosciutto di San Daniele, Arugula, Mozzarella Cheese;The Prosciutto and Arugula Pizza;2015-02-01 14:55:59
4213;1869;prsc_argla_m;2015-02-01 00:00:00;14:37:38;16,5;16,5;M;Supreme;Prosciutto di San Daniele, Arugula, Mozzarella Cheese;The Prosciutto and Arugula Pizza;2015-02-01 14:53:47
4214;1870;big_meat_s;2015-02-01 00:00:00;14:45:45;12;12;S;Classic;Bacon, Pepperoni, Italian Sausage, Chorizo Sausage;The Big Meat Pizza;2015-02-01 15:04:30
4215;1871;ital_cpcllo_l;2015-02-01 00:00:00;15:01:40;20,5;20,5;L;Classic;Capocollo, Red Peppers, Tomatoes, Goat Cheese, Garlic, Oregano;The Italian Capocollo Pizza;2015-02-01 15:12:57
4216;1872;ital_supr_l;2015-02-01 00:00:00;15:07:28;20,75;20,75;L;Supreme;Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic;The Italian Supreme Pizza;2015-02-01 15:26:22
4217;1872;mexicana_l;2015-02-01 00:00:00;15:07:28;20,25;20,25;L;Veggie;Tomatoes, Red Peppers, Jalapeno Peppers, Red Onions, Cilantro, Corn, Chipotle Sauce, Garlic;The Mexicana Pizza;2015-02-01 15:30:07
4218;1872;peppr_salami_l;2015-02-01 00:00:00;15:07:28;20,75;20,75;L;Supreme;Genoa Salami, Capocollo, Pepperoni, Tomatoes, Asiago Cheese, Garlic;The Pepper Salami Pizza;2015-02-01 15:25:20
4219;1872;thai_ckn_l;2015-02-01 00:00:00;15:07:28;20,75;20,75;L;Chicken;Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce;The Thai Chicken Pizza;2015-02-01 15:22:56
4220;1873;cali_ckn_s;2015-02-01 00:00:00;15:09:20;12,75;12,75;S;Chicken;Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese;The California Chicken Pizza;2015-02-01 15:26:58
4221;1873;sicilian_l;2015-02-01 00:00:00;15:09:20;20,25;20,25;L;Supreme;Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions, Garlic;The Sicilian Pizza;2015-02-01 15:27:42
4222;1874;sicilian_l;2015-02-01 00:00:00;15:19:35;20,25;20,25;L;Supreme;Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions, Garlic;The Sicilian Pizza;2015-02-01 15:34:03
4223;1875;pepperoni_m;2015-02-01 00:00:00;15:52:26;12,5;12,5;M;Classic;Mozzarella Cheese, Pepperoni;The Pepperoni Pizza;2015-02-01 16:07:26
4224;1875;southw_ckn_l;2015-02-01 00:00:00;15:52:26;20,75;20,75;L;Chicken;Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce;The Southwest Chicken Pizza;2015-02-01 16:08:08
4225;1876;bbq_ckn_l;2015-02-01 00:00:00;15:56:21;20,75;20,75;L;Chicken;Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce;The Barbecue Chicken Pizza;2015-02-01 16:14:43
4226;1876;calabrese_m;2015-02-01 00:00:00;15:56:21;16,25;16,25;M;Supreme;慛duja Salami, Pancetta, Tomatoes, Red Onions, Friggitello Peppers, Garlic;The Calabrese Pizza;2015-02-01 16:14:41
4227;1876;four_cheese_l;2015-02-01 00:00:00;15:56:21;17,95;17,95;L;Veggie;Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese, Garlic;The Four Cheese Pizza;2015-02-01 16:15:23
4228;1876;spin_pesto_s;2015-02-01 00:00:00;15:56:21;12,5;12,5;S;Veggie;Spinach, Artichokes, Tomatoes, Sun-dried Tomatoes, Garlic, Pesto Sauce;The Spinach Pesto Pizza;2015-02-01 16:10:25
4229;1877;southw_ckn_l;2015-02-01 00:00:00;16:03:52;20,75;20,75;L;Chicken;Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce;The Southwest Chicken Pizza;2015-02-01 16:22:28
4230;1877;spin_pesto_s;2015-02-01 00:00:00;16:03:52;12,5;12,5;S;Veggie;Spinach, Artichokes, Tomatoes, Sun-dried Tomatoes, Garlic, Pesto Sauce;The Spinach Pesto Pizza;2015-02-01 16:22:53
4231;1878;classic_dlx_s;2015-02-01 00:00:00;16:07:22;12;12;S;Classic;Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon;The Classic Deluxe Pizza;2015-02-01 16:22:12
4232;1878;napolitana_l;2015-02-01 00:00:00;16:07:22;20,5;20,5;L;Classic;Tomatoes, Anchovies, Green Olives, Red Onions, Garlic;The Napolitana Pizza;2015-02-01 16:22:17
4233;1879;big_meat_s;2015-02-01 00:00:00;16:14:27;12;24;S;Classic;Bacon, Pepperoni, Italian Sausage, Chorizo Sausage;The Big Meat Pizza;2015-02-01 16:31:02
4234;1880;ital_cpcllo_l;2015-02-01 00:00:00;16:15:40;20,5;20,5;L;Classic;Capocollo, Red Peppers, Tomatoes, Goat Cheese, Garlic, Oregano;The Italian Capocollo Pizza;2015-02-01 16:30:18
4235;1880;ital_veggie_m;2015-02-01 00:00:00;16:15:40;16,75;16,75;M;Veggie;Eggplant, Artichokes, Tomatoes, Zucchini, Red Peppers, Garlic, Pesto Sauce;The Italian Vegetables Pizza;2015-02-01 16:35:28
4236;1880;mexicana_m;2015-02-01 00:00:00;16:15:40;16;16;M;Veggie;Tomatoes, Red Peppers, Jalapeno Peppers, Red Onions, Cilantro, Corn, Chipotle Sauce, Garlic;The Mexicana Pizza;2015-02-01 16:32:14
4237;1881;napolitana_m;2015-02-01 00:00:00;16:16:16;16;16;M;Classic;Tomatoes, Anchovies, Green Olives, Red Onions, Garlic;The Napolitana Pizza;2015-02-01 16:35:25
4238;1881;pepperoni_s;2015-02-01 00:00:00;16:16:16;9,75;9,75;S;Classic;Mozzarella Cheese, Pepperoni;The Pepperoni Pizza;2015-02-01 16:37:44
4239;1882;cali_ckn_m;2015-02-01 00:00:00;16:18:31;16,75;16,75;M;Chicken;Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese;The California Chicken Pizza;2015-02-01 16:35:34
4240;1882;five_cheese_l;2015-02-01 00:00:00;16:18:31;18,5;18,5;L;Veggie;Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese, Garlic;The Five Cheese Pizza;2015-02-01 16:35:00
4241;1883;hawaiian_s;2015-02-01 00:00:00;16:25:39;10,5;21;S;Classic;Sliced Ham, Pineapple, Mozzarella Cheese;The Hawaiian Pizza;2015-02-01 16:42:45
4242;1884;cali_ckn_m;2015-02-01 00:00:00;16:34:15;16,75;16,75;M;Chicken;Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese;The California Chicken Pizza;2015-02-01 16:49:26
4243;1884;green_garden_s;2015-02-01 00:00:00;16:34:15;12;12;S;Veggie;Spinach, Mushrooms, Tomatoes, Green Olives, Feta Cheese;The Green Garden Pizza;2015-02-01 16:55:37
4244;1884;hawaiian_m;2015-02-01 00:00:00;16:34:15;13,25;13,25;M;Classic;Sliced Ham, Pineapple, Mozzarella Cheese;The Hawaiian Pizza;2015-02-01 16:46:21
4245;1884;thai_ckn_l;2015-02-01 00:00:00;16:34:15;20,75;20,75;L;Chicken;Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce;The Thai Chicken Pizza;2015-02-01 16:46:27
4246;1885;classic_dlx_m;2015-02-01 00:00:00;16:34:57;16;16;M;Classic;Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon;The Classic Deluxe Pizza;2015-02-01 16:52:49
4247;1885;ital_supr_l;2015-02-01 00:00:00;16:34:57;20,75;20,75;L;Supreme;Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic;The Italian Supreme Pizza;2015-02-01 16:53:54
4248;1885;spicy_ital_s;2015-02-01 00:00:00;16:34:57;12,5;12,5;S;Supreme;Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini verdi, Garlic;The Spicy Italian Pizza;2015-02-01 16:49:00
4249;1885;spin_pesto_l;2015-02-01 00:00:00;16:34:57;20,75;20,75;L;Veggie;Spinach, Artichokes, Tomatoes, Sun-dried Tomatoes, Garlic, Pesto Sauce;The Spinach Pesto Pizza;2015-02-01 16:53:29
4250;1886;mexicana_l;2015-02-01 00:00:00;16:43:54;20,25;20,25;L;Veggie;Tomatoes, Red Peppers, Jalapeno Peppers, Red Onions, Cilantro, Corn, Chipotle Sauce, Garlic;The Mexicana Pizza;2015-02-01 17:01:17
4251;1887;cali_ckn_m;2015-02-01 00:00:00;16:48:06;16,75;16,75;M;Chicken;Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese;The California Chicken Pizza;2015-02-01 17:02:24
4252;1887;classic_dlx_m;2015-02-01 00:00:00;16:48:06;16;16;M;Classic;Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon;The Classic Deluxe Pizza;2015-02-01 17:05:51
4253;1887;ital_cpcllo_m;2015-02-01 00:00:00;16:48:06;16;16;M;Classic;Capocollo, Red Peppers, Tomatoes, Goat Cheese, Garlic, Oregano;The Italian Capocollo Pizza;2015-02-01 17:05:31
4254;1887;pepperoni_s;2015-02-01 00:00:00;16:48:06;9,75;9,75;S;Classic;Mozzarella Cheese, Pepperoni;The Pepperoni Pizza;2015-02-01 17:06:03
4255;1887;southw_ckn_m;2015-02-01 00:00:00;16:48:06;16,75;16,75;M;Chicken;Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce;The Southwest Chicken Pizza;2015-02-01 17:02:39
4256;1888;calabrese_m;2015-02-01 00:00:00;17:01:44;16,25;16,25;M;Supreme;慛duja Salami, Pancetta, Tomatoes, Red Onions, Friggitello Peppers, Garlic;The Calabrese Pizza;2015-02-01 17:20:15
4257;1888;napolitana_s;2015-02-01 00:00:00;17:01:44;12;12;S;Classic;Tomatoes, Anchovies, Green Olives, Red Onions, Garlic;The Napolitana Pizza;2015-02-01 17:17:59
4258;1889;bbq_ckn_l;2015-02-01 00:00:00;17:03:26;20,75;20,75;L;Chicken;Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce;The Barbecue Chicken Pizza;2015-02-01 17:24:32
4259;1889;ital_supr_l;2015-02-01 00:00:00;17:03:26;20,75;20,75;L;Supreme;Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic;The Italian Supreme Pizza;2015-02-01 17:16:02
4260;1890;five_cheese_l;2015-02-01 00:00:00;17:09:36;18,5;18,5;L;Veggie;Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese, Garlic;The Five Cheese Pizza;2015-02-01 17:18:38
4261;1890;pep_msh_pep_s;2015-02-01 00:00:00;17:09:36;11;11;S;Classic;Pepperoni, Mushrooms, Green Peppers;The Pepperoni, Mushroom, and Peppers Pizza;2015-02-01 17:28:31
4262;1891;calabrese_l;2015-02-01 00:00:00;17:11:07;20,25;20,25;L;Supreme;慛duja Salami, Pancetta, Tomatoes, Red Onions, Friggitello Peppers, Garlic;The Calabrese Pizza;2015-02-01 17:19:57
4263;1891;cali_ckn_m;2015-02-01 00:00:00;17:11:07;16,75;16,75;M;Chicken;Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese;The California Chicken Pizza;2015-02-01 17:24:57
4264;1891;spicy_ital_l;2015-02-01 00:00:00;17:11:07;20,75;20,75;L;Supreme;Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini verdi, Garlic;The Spicy Italian Pizza;2015-02-01 17:22:45
4265;1891;the_greek_l;2015-02-01 00:00:00;17:11:07;20,5;20,5;L;Classic;Kalamata Olives, Feta Cheese, Tomatoes, Garlic, Beef Chuck Roast, Red Onions;The Greek Pizza;2015-02-01 17:32:59
4266;1892;cali_ckn_m;2015-02-01 00:00:00;17:11:28;16,75;16,75;M;Chicken;Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese;The California Chicken Pizza;2015-02-01 17:28:23
4267;1892;hawaiian_s;2015-02-01 00:00:00;17:11:28;10,5;10,5;S;Classic;Sliced Ham, Pineapple, Mozzarella Cheese;The Hawaiian Pizza;2015-02-01 17:29:49
4268;1892;sicilian_l;2015-02-01 00:00:00;17:11:28;20,25;20,25;L;Supreme;Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions, Garlic;The Sicilian Pizza;2015-02-01 17:31:14
4269;1893;thai_ckn_l;2015-02-01 00:00:00;17:11:36;20,75;20,75;L;Chicken;Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce;The Thai Chicken Pizza;2015-02-01 17:25:26
4270;1894;classic_dlx_s;2015-02-01 00:00:00;17:13:57;12;12;S;Classic;Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon;The Classic Deluxe Pizza;2015-02-01 17:25:44
4271;1894;the_greek_xl;2015-02-01 00:00:00;17:13:57;25,5;25,5;XL;Classic;Kalamata Olives, Feta Cheese, Tomatoes, Garlic, Beef Chuck Roast, Red Onions;The Greek Pizza;2015-02-01 17:31:23
4272;1895;calabrese_m;2015-02-01 00:00:00;17:24:50;16,25;16,25;M;Supreme;慛duja Salami, Pancetta, Tomatoes, Red Onions, Friggitello Peppers, Garlic;The Calabrese Pizza;2015-02-01 17:48:02
4273;1895;southw_ckn_l;2015-02-01 00:00:00;17:24:50;20,75;20,75;L;Chicken;Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce;The Southwest Chicken Pizza;2015-02-01 17:47:07
4274;1895;spicy_ital_s;2015-02-01 00:00:00;17:24:50;12,5;12,5;S;Supreme;Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini verdi, Garlic;The Spicy Italian Pizza;2015-02-01 17:49:59
4275;1895;thai_ckn_l;2015-02-01 00:00:00;17:24:50;20,75;20,75;L;Chicken;Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce;The Thai Chicken Pizza;2015-02-01 17:45:26
4276;1896;cali_ckn_l;2015-02-01 00:00:00;17:28:49;20,75;20,75;L;Chicken;Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese;The California Chicken Pizza;2015-02-01 17:49:39
